accion_id,hallazgo_id,tipo,auditor,dependencia,accion,objetivo,indicador,unidad_medida,meta,recursos,fecha_inicio,fecha_fin,descripcion,denominacion_medida,ejecutor_login,ejecutor_name,ejecutor_email,ejecutor_rol
151,69,,rberdugo,OAPC,"IMPLEMENTAR UN MECANISMO EFICIENTE DE SEGUIMIENTO Y CONTROL SOBRE LA EJECUCIÓN DE LOS PROYECTOS DE INVERSIÓN RELACIONADOS CON LA INFRAESTRUCTURA FÍSICA, TENIENDO EN CUENTA QUE SON ÉSTOS LOS QUE INCIDEN EN LA AMPLIACIÓN DE COBERTURA",,NRO. DE ACTIVIDADES REALIZADAS/ NRO. DE ACTIVIDADES PROGRAMADAS SEGÚN PROYECTO,NRO. DE ACTIVIDADES REALIZADAS/ NRO. DE ACTIVIDADES PROGRAMADAS SEGÚN PROYECTO,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
152,69,,rberdugo,OAPC,"AJUSTAR Y MODIFICAR EL PROCEDIMIENTO DE ""DISEÑO Y CREACIÓN DE PROYECTOS CURRICULARES"" CON EL FIN DE ESTABLECER TIEMPOS MÁXIMOS EN LA APROBACIÓN DE CREACIÓN DE LOS MISMOS EN CONSONANCIA CON LAS PROYECCIONES DE AUMENTO DE COBERTURA DE LA UNIVERSIDAD",,DOCUMENTO DE MODIFICACIÓN REVISADO Y APROBADO,DOCUMENTO DE MODIFICACIÓN REVISADO Y APROBADO,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
153,70,,rberdugo,SG,"8. NUMERACIÓN Y REGISTRO DEL ACTO ADMINISTRATIVO: UNA VEZ RECIBIDO EL ACTO ADMINISTRATIVO SUSCRITO POR EL RECTOR, SE ASUMIRÁ POR ESTA SECRETARÍA LA INMEDIATA NUMERACIÓN Y TRÁMITE DE NOTIFICACIÓN, YA NOTIFICADO, SE REALIZARA LA DEVOLUCIÓN A LA DEPENDENCIA ",,ACTOS ADMINISTRATIVOS SUSCRITOS / ACTOS ADMINISTRAIVOS NUMERADOS Y NOTIFICADOS,ACTOS ADMINISTRATIVOS SUSCRITOS / ACTOS ADMINISTRAIVOS NUMERADOS Y NOTIFICADOS,100,,2018-01-01,2019-07-25,,,sgral,Asistente de Secretario General,sgral@udistrital.edu.co,2
154,71,,rberdugo,VAF,"REALIZAR EL ESTUDIO DE LAS PENSIONES DE TRABAJADORES OFICIALES Y PENSIONADOS RELACIONADO CON LAS DEUDAS PRESUNTAS, DE ACUERDO AL RESULTADO SOLICITAR A LA VICERRECTORÍA ADMINISTRATIVA Y FINANCIER, RECTORIA  LOS RECURSOS PARA LA CONTRACCIÓN.",,NO. TOTAL DE CASOS POR DEPURAR / CASOS DEPURADOS,NO. TOTAL DE CASOS POR DEPURAR / CASOS DEPURADOS,100,,2018-09-30,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
155,72,,rberdugo,IDEXUD,"ESTABLECER LAS OBLIGACIONES DE COORDINADORES Y SUPERVISORES DE PROYEC DE EXT Y PROYECCIÓN SOCIAL, EN EL MANUAL OPERATIVO A TRAVÉS DE DESIGNACIÓN (SAR,CPS U OTRA MODALIDAD DE CONTRATACIÓN).",,GESTIÓN,GESTIÓN,100,,2018-08-09,2019-07-25,,,idexud,Director del IDEXUD,idexud@udsitrital.edu.co,2
156,73,,rberdugo,OAJ,"CULMINAR, PROCEDIMIENTOS ADMINISTRATIVOS PARA DETERMINAR LA COMPATIBILIDAD O INCOMPATIBILIDAD ENTRE LA PENSIÓN DE JUBILACIÓN OTORGADA PRIMERO POR LA UNIVERSDIAD  Y POSTERIORMENTE POR COLPENSIONES",,NÚMERO DE PROCEDIMIENTOS PENDIENTES / NÚMERO DE PROCEDIMIENTOS CULMINADOS,NÚMERO DE PROCEDIMIENTOS PENDIENTES / NÚMERO DE PROCEDIMIENTOS CULMINADOS,100,,2018-08-15,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
157,73,,rberdugo,OAJ,"AGOTAR VÍA GUBERNATIVA, RESOLVIENDO LOS RECURSOS DE REPOSICIÓN QUE SE INTERPONGAN POR LOS PENSIONADOS EN CONTRA DE ACTOS ADMINISTRATIVOS QUE DECLAREN INCOMPATIBILIDAD PENSIONAL Y ORDENEN SUBROGACIÓN",,NÚMERO DE RECURSOS DE REPOSICIÓN INTERPUESTOS / NÚMERO DE RESOLUCIONES QUE RESUELVEN RECURSOS DE REPOSICIÓN,NÚMERO DE RECURSOS DE REPOSICIÓN INTERPUESTOS / NÚMERO DE RESOLUCIONES QUE RESUELVEN RECURSOS DE REPOSICIÓN,100,,2018-08-15,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
158,73,,rberdugo,OAJ,ORDENAR APLICAR EN NÓMINA SUBROGACIÓN PENSIONAL EN LOS CASOS EN QUE SE CULMINADO EL PROCEDIMIENTO ADMINISTRATIVO SE DETERMINÓ LA INCOMPATIBILIDAD PENSIONAL,,NÚMERO DE SUBROGACIONES POR APLICAR EN CASO DE INCOMPATIBILIDAD PENSIONAL / NÚMERO DE SUBROGACIONES APLICADAS EN CASO DE INCOMPATIBILIDAD PENSIONAL,NÚMERO DE SUBROGACIONES POR APLICAR EN CASO DE INCOMPATIBILIDAD PENSIONAL / NÚMERO DE SUBROGACIONES APLICADAS EN CASO DE INCOMPATIBILIDAD PENSIONAL,100,,2018-08-15,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
159,74,,rberdugo,OAPC,"AJUSTAR Y ESTANDARIZAR TODOS LOS NIVELES DE DOCUMENTACIÓN (MANUALES, PROCEDIMIENTOS, GUÍAS E INSTRUCTIVOS, FORMATOS) DE CADA PROCESO ( AG1-1)",,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,100,,2018-08-03,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
160,74,,rberdugo,OAPC,SOCIALIZAR Y APLICAR METODOLOGÍA PARA LA GESTIÓN DEL RIESGO (AG2 - 1-2),,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,100,,2018-08-03,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
161,74,,rberdugo,OAPC,REALIZAR DESPLIEGUE DE COMPLEJIDAD PARA LA CARACTERIZACIÓN DEL TRÁMITE O SERVICIO (AG3 - 1),,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,100,,2018-08-03,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
162,74,,rberdugo,OAPC,ESTRUCTURAR Y DEFINIR LOS MECANISMOS DE MEDICIÓN Y ANÁLISIS DE DATOS (AG4 - 1);,,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,SUMATORIA DEL NIVEL DE AVANCE DE CADA ACTIVIDAD GENERAL DE LA IMPLEMENTACIÓN DEL SIG DIVIDIDO EL NÚMERO TOTAL DE ACTIVIDADES GENERALES  (AG1+AG2+AG3+AG4)/4,100,,2018-08-03,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
163,75,,rberdugo,OAJ,DAR CUMPLIMIENTO AL PROCEDIMIENTO DE LAS SENTENCIAS JUDICIALES EN LOS TÉRMINOS ESTABLECIDOS.,,NÚMERO DE SENTENCIAS RECIBIDAS /TOTAL SENTENCIAS RESUELTAS,NÚMERO DE SENTENCIAS RECIBIDAS /TOTAL SENTENCIAS RESUELTAS,100,,2018-09-30,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
164,76,,rberdugo,VAF,REALIZAR EL SEGUIMIENTO TRIMESTRAL A LA EJECUCIÓN DEL PLAN ANUAL DE ADQUISICIONES E INFORMAR LOS RETRASOS PRESENTADOS AL ÁREA RESPONSABLE Y A LA OFICINA ASESORA DE CONTROL INTERNO,,INFORMES ELABORADOS Y REMITIDOS/4,INFORMES ELABORADOS Y REMITIDOS/4,100,,2018-09-01,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
165,77,,rberdugo,VAF,REALIZAR EL SEGUIMIENTO TRIMESTRAL A LA EJECUCIÓN DEL PLAN ANUAL DE ADQUISICIONES E INFORMAR LOS RETRASOS PRESENTADOS AL ÁREA RESPONSABLE Y A LA OFICINA ASESORA DE CONTROL INTERNO,,INFORMES ELABORADOS Y REMITIDOS/4,INFORMES ELABORADOS Y REMITIDOS/4,100,,2018-09-01,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
166,78,,rberdugo,OAPC,REALIZAR SEGUIMIENTO A PLAN DE ACCIÓN TRIMESTRAL,,NO DE SEGUIMIENTO REALIZADOS AL AÑO,NO DE SEGUIMIENTO REALIZADOS AL AÑO,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
167,78,,rberdugo,OAPC,REALIZAR Y REMITIR INFORME DE SEGUIMIENTO PLAN DE ACCIÓN Y EJECUCIÓN FIN. AL EJECUTOR DEL PROYECTO,,NO DE INFORMES DE SEGUIMIENTO REALIZADOS EL AÑO.,NO DE INFORMES DE SEGUIMIENTO REALIZADOS EL AÑO.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
168,78,,rberdugo,OAPC,SOLICITAR PLAN DE INTERVENCIÓN A EJECUTOR.,,NO DE REUNIONES REALIZADAS AL AÑO.,NO DE REUNIONES REALIZADAS AL AÑO.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
169,78,,rberdugo,OAPC,SOCIALIZAR PLAN DE INTERVENCIÓN A LA OAPC,,NO DE SEGUIMIENTOS AL PLAN DE INTERVENCIÓN,NO DE SEGUIMIENTOS AL PLAN DE INTERVENCIÓN,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
170,78,,rberdugo,OAPC,REALIZAR EL SEGUIMIENTO A PLAN DE INTERVENCIÓN.,,NO DE SEGUIMIENTOS REALIZADOS AL AÑO,NO DE SEGUIMIENTOS REALIZADOS AL AÑO,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
171,79,,rberdugo,IDEXUD,"REGLAMENTAR EL PROCEDIMIENTO PARA LA APERTURA, CIERRE Y LIQUIDACIÓN DE LAS CUENTAS BANCARIAS ASOCIADAS A LOS RECURSOS DE LOS  PROYECTOS DE EXTENSIÓN.   ESTABLECER, DENTRO DEL MANUAL OPERATIVO DE GESTIÓN DE PROYECTOS DE EXTENSIÓN Y PROYECCIÓN SOCIAL, LOS M",,ESQUEMA DISEÑADO / ESQUQMQ PROPUESTO,ESQUEMA DISEÑADO / ESQUQMQ PROPUESTO,100,,2018-08-09,2019-07-25,,,idexud,Director del IDEXUD,idexud@udsitrital.edu.co,2
172,79,,rberdugo,IDEXUD,"REGLAMENTAR EL PROCEDIMIENTO PARA LA APERTURA, CIERRE Y LIQUIDACIÓN DE LAS CUENTAS BANCARIAS ASOCIADAS A LOS RECURSOS DE LOS  PROYECTOS DE EXTENSIÓN.   ESTABLECER, DENTRO DEL MANUAL OPERATIVO DE GESTIÓN DE PROYECTOS DE EXTENSIÓN Y PROYECCIÓN SOCIAL, LOS M",,REGLAMENTACIÓN EXPEDIDA / REGLAMENTACIÓN PROPUESTA,REGLAMENTACIÓN EXPEDIDA / REGLAMENTACIÓN PROPUESTA,100,,2018-08-09,2019-07-25,,,idexud,Director del IDEXUD,idexud@udsitrital.edu.co,2
173,79,,rberdugo,IDEXUD,"REGLAMENTAR EL PROCEDIMIENTO PARA LA APERTURA, CIERRE Y LIQUIDACIÓN DE LAS CUENTAS BANCARIAS ASOCIADAS A LOS RECURSOS DE LOS  PROYECTOS DE EXTENSIÓN.   ESTABLECER, DENTRO DEL MANUAL OPERATIVO DE GESTIÓN DE PROYECTOS DE EXTENSIÓN Y PROYECCIÓN SOCIAL, LOS M",,TOTAL DE CUENTAS CANCELADAS / TOTAL DE CUENTAS LIQUIDABLES,TOTAL DE CUENTAS CANCELADAS / TOTAL DE CUENTAS LIQUIDABLES,100,,2018-08-09,2019-07-25,,,idexud,Director del IDEXUD,idexud@udsitrital.edu.co,2
174,80,,rberdugo,OAJ,"ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE EL DRIVE, EL INFORME CUMPLIMIENTO ABOGADO EXTERNO Y EL INFORME DETALLADO DE CADA UNO DE LOS PROCESOS A SU CARGO, AL FINALIZAR EL CONTRATO.",,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
175,81,,rberdugo,OAJ,"ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE EL DRIVE, EL INFORME CUMPLIMIENTO ABOGADO EXTERNO Y EL INFORME DETALLADO DE CADA UNO DE LOS PROCESOS A SU CARGO, AL FINALIZAR EL CONTRATO.",,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
176,82,,rberdugo,OAJ,"ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE EL DRIVE, EL INFORME CUMPLIMIENTO ABOGADO EXTERNO Y EL INFORME DETALLADO DE CADA UNO DE LOS PROCESOS A SU CARGO, AL FINALIZAR EL CONTRATO.",,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
177,83,,rberdugo,OAJ,"ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE EL DRIVE, EL INFORME CUMPLIMIENTO ABOGADO EXTERNO Y EL INFORME DETALLADO DE CADA UNO DE LOS PROCESOS A SU CARGO, AL FINALIZAR EL CONTRATO.",,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
178,84,,rberdugo,TGE,"ACTUALIZAR LA RESOLUCIÓN NO.160 DEL 2013, DE LA CREACIÓN DEL COMITÉ DE INVERSIONES CON EL FIN DE ADOPTAR EL REGLAMENTO, LINEAMIENTOIS Y POLITICAS PARA LA ADMINISTRACIÓN DE EXCEDENTES DE TESORERIA DE LA UNIVERSIDAD",,ACTUALIZACION Y REGULACION COMITÉ DE INVERSIONES Y MANEJO DE EXCEDENTES DE TESORERIA,ACTUALIZACION Y REGULACION COMITÉ DE INVERSIONES Y MANEJO DE EXCEDENTES DE TESORERIA,100,,2018-08-10,2019-07-25,,,tesoreria,Jefe de Tesoreria,tesoreria@udistrital.edu.co,2
179,85,,rberdugo,VAF,"ACTUALIZAR LA RESOLUCIÓN DE RECTORIA NO.286 DEL 2007, DE CONFORMIDAD CON LA IMPLEMENTACIÓN DEL NUEVO MARCO NORMATIVO CONTABLE EN LA UNIVERSIDAD.",,ACTUALIZACION Y REGULACION COMITÉ DE SOSTENIBILIDAD,ACTUALIZACION Y REGULACION COMITÉ DE SOSTENIBILIDAD,100,,2018-08-08,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
180,86,,rberdugo,SCON,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-08-01,2019-07-25,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
181,87,,rberdugo,SCON,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-08-01,2019-07-25,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
182,88,,rberdugo,SCON,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-08-01,2019-07-25,,,contab,Jefe Sección de Contabilidad,contab@udistrital.edu.co,2
183,89,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
184,89,,rberdugo,BI,REALIZAR LOS ESTUDIOS PREVIOS PARA TODA SOLICITUD DE CONTRATACIÓN DE PRESTACIÓ DE SERVICIOS,,TOTAL SOLICITUD DE CONTRATOS DE PRESTACIÓN DE SERVICIOS CON ESTUDIOS PREVIOS/TOTAL DE CONTRATOS SUSCRITOS,TOTAL SOLICITUD DE CONTRATOS DE PRESTACIÓN DE SERVICIOS CON ESTUDIOS PREVIOS/TOTAL DE CONTRATOS SUSCRITOS,100,,2018-09-01,2019-07-25,,,bienestarud,Jefe Bienestar Institucional,bienestarud@udistrital.edu.co,2
185,89,,rberdugo,BI,REALIZAR LA SOCIALIZACIÓN SOBRE EL CORRECTO  DILIGENCIAMIENTO DE ACTAS A TODO EL PERSONAL DEL ÁREA,,TOTAL DE SOCALIZACIONES REALIZADAS / TOTAL DE SOCIALIZACIONES PROGRAMADAS,TOTAL DE SOCALIZACIONES REALIZADAS / TOTAL DE SOCIALIZACIONES PROGRAMADAS,100,,2018-09-01,2019-07-25,,,bienestarud,Jefe Bienestar Institucional,bienestarud@udistrital.edu.co,2
186,89,,rberdugo,BI,REALIZAR SEGUMIENTO MENSUAL SOBRE EL DILIGENCIAMIENTO SOBRE LAS ACTAS ELABORADAS DEL PROYECTO CREE,,MUESTRA MENSUAL DEL 20% DEL TOTAL DE LAS ACTAS SUSCRTIAS EN EL PROGRAMA CREE,MUESTRA MENSUAL DEL 20% DEL TOTAL DE LAS ACTAS SUSCRTIAS EN EL PROGRAMA CREE,100,,2018-09-01,2019-07-25,,,bienestarud,Jefe Bienestar Institucional,bienestarud@udistrital.edu.co,2
187,90,,rberdugo,SCO,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-08-01,2019-07-25,,,compras,Jefe de Sección de Compras,compras@udistrital.edu.co,2
188,91,,rberdugo,MII,GENERAR PUNTOS DE CONTROL REALIZANDO  ANALISIS PREVIAMENTE A LA TERMINACIÓN E INICIO DEL CONTRATO.,,NO. DE CONTRATOS  EN EJECUCIÓN  CON CONTROL 2018 / NO. TOTAL DE CONTRATOS EN EJECUCIÓN,NO. DE CONTRATOS  EN EJECUCIÓN  CON CONTROL 2018 / NO. TOTAL DE CONTRATOS EN EJECUCIÓN,100,,2018-09-01,2019-07-25,,,biblio,Jefe de Sección Biblioteca,biblio@udistrital.edu.co,2
189,92,,rberdugo,VAF,PLANEAR Y ESTRUCTURAR LOS ESTUDIOS DE OPORTUNIDAD Y CONVENIENCIA DE CONFORMIDAD A LAS NECESIDADES CONTRATUALES,,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,100,,2018-08-01,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
190,93,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
191,93,,rberdugo,OAS,IMPLEMTAR EL MODULO DE NOVEDADES CONTRACTUALES EN EL SISTEMA ARGO,,UN MODULO DE NOVEDADES CONTRACTUALES,UN MODULO DE NOVEDADES CONTRACTUALES,100,,2018-09-01,2019-07-25,,,computo,Jefe de Oficina Asesora de Sistemas,computo@udistrital.edu.co,2
192,93,,rberdugo,OAPC,DEFINIR UNA BASE DE PRECIOS DE CONSTRUCCIÓN COMO HERRAMIENTA DE REFERENCIA QUE PODRÁ SER USADA EN LOS PROCESOS DE EVALUACION ECONOMICA.,,NO. DE BASES DE PRECIOS DE CONTRATACIÓN DEFINIDAS /NO. DE BASES DE PRECIOS DE CONTRATACIÓN REQUERIDA,NO. DE BASES DE PRECIOS DE CONTRATACIÓN DEFINIDAS /NO. DE BASES DE PRECIOS DE CONTRATACIÓN REQUERIDA,100,,2018-09-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
193,94,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
194,94,,rberdugo,OAPC,"ASESORAR Y RECOMENDAR AL AREA ENCARGADA DE LA ETAPA PRECONTRACTUAL, EN TODO LO QUE TIENE QUE VER CON CONTRATOS DE OBRA,  LA FORMULACION Y APROBACION DE FORMATOS  PARA LOS ESTUDIOS PREVIOS.",,1. NÚMERO DE FORMATOS APROBADOS 2. MESAS DE TRABAJO REALIZADAS,1. NÚMERO DE FORMATOS APROBADOS 2. MESAS DE TRABAJO REALIZADAS,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
195,95,,rberdugo,OAPC,"REALIZAR LAS FICHAS TÉCNICAS DEL DISEÑO, TRAMITES Y PERMISOS NECESARIOS PARA ADELANTAR LAS OBRAS CIVILES QUE SE DEBEN EJECUTAR SEGÚN ESTUDIO DE VULNERABILIDAD SÍSMICA.",,NÚMERO DE FICHAS TECNICAS REALIZADAS,NÚMERO DE FICHAS TECNICAS REALIZADAS,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
196,95,,rberdugo,OAPC,PRIORIZAR RECURSOS DE INVERSIÓN PARA APALANCAR EL FINANCIAMIENTO DE LA ETAPA DE CONSULTORÍA DE OBRAS CIVILES.,,NÚMERO DE CONTRATOS DE DISEÑOS Y PERMISOS PARA EL INICIO DE LAS OBRAS CIVILES.,NÚMERO DE CONTRATOS DE DISEÑOS Y PERMISOS PARA EL INICIO DE LAS OBRAS CIVILES.,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
